sedalea,sedaleaname,year,fips,stateabb,multi_comp,subcat,subgroup,gap,gradecenter,tot_asmts,cellcount,mn_asmts,flag_estasmt,cs_mn_avg_ol,cs_mn_avg_ol_se,cs_mn_avg_ol_se_adj,cs_mn_avg_eb,cs_mn_avg_eb_se,cs_mn_avg_eb_se_adj,sedaleaname_cov,gslo,gshi,urban,suburb,town,rural,locale_city_large,locale_city_midsize,locale_city_small,locale_suburb_large,locale_suburb_midsize,locale_suburb_small,locale_town_fringe,locale_town_distant,locale_town_remote,locale_rural_fringe,locale_rural_distant,locale_rural_remote,avgrdall,pernam,perasn,perhsp,perblk,perwht,perfl,perrl,perfrl,perecd,perell,perspeced,totenrl,diffexpecd_blkwht,diffexpecd_hspwht,diffexpecd_namwht,diffexpecd_asnwht,hswhtblk,hswhthsp,hsflnfl,hsecdnec,rswhtblk,rswhthsp,rsflnfl,rsecdnec,diffexpmin2_blkwht,diffexpmin2_hspwht,diffexpmin2_namwht,diffexpmin2_asnwht,sesall,sesasn,sesblk,seshsp,sesnam,seswht,lninc50all,lninc50asn,lninc50blk,lninc50hsp,lninc50nam,lninc50wht,baplusall,baplusasn,baplusblk,baplushsp,baplusnam,bapluswht,povertyall,povertyasn,povertyblk,povertyhsp,povertynam,povertywht,unempall,unempasn,unempblk,unemphsp,unempnam,unempwht,snapall,snapasn,snapblk,snaphsp,snapnam,snapwht,single_momall,single_momasn,single_momblk,single_momhsp,single_momnam,single_momwht,seswhtblk,seswhthsp,seswhtasn,seswhtnam,urbanicity
1300510,Bremen City,2018,13,GA,0,all,all,0,5.5,2063,12,171.9166666666667,0,0.5657353883257101,0.0215873708757151,0.0247437238641562,0.5746094225142843,0.0188392759041558,0.0223110476384099,Bremen City,Pre-Kindergarten,12,0,0,0.60814363,0.3918564,0,0,0,0,0,0,0.60814363,0,0,0.3918564,0,0,176.16667,0.0028382214,0.016083255,0.012298959,0.056764428,0.8836329,0.074565627,0.035050292,0.10961591,0.24418604,0.0013134851,0.089754812,1057,0,0,0,0,9.7391046e-9,7.512452e-9,-8.9350563e-9,-1.4804111e-8,0,0,0,0,0,0,0,0,0.69503736,NA,NA,NA,NA,0.68818617,10.902862,NA,NA,NA,NA,10.927411,0.30414155,NA,NA,NA,NA,0.31322923,0.072231151,NA,NA,NA,NA,0.078392267,0.026577795,NA,NA,NA,NA,0.020720087,0.14847232,NA,NA,NA,NA,0.13530636,0.11588853,NA,NA,NA,NA,0.11808992,NA,NA,NA,NA,Town
1301110,Cherokee County,2018,13,GA,0,all,all,0,5.5,40205,12,3350.416666666667,0,0.2469534880106092,0.0056557864593216,0.0133501014907524,0.2483034602016498,0.0055888577602627,0.0131946906441546,Cherokee County,Pre-Kindergarten,12,0,0.6907962,0,0.30920383,0,0,0,0.6907962,0,0,0,0,0,0.30920383,0,0,3387.6667,0.0011807537,0.017416118,0.18714947,0.074928664,0.67937618,0.26810923,0.042810392,0.31091961,0.31821573,0.11942749,0.23032133,20326,0.054455776,0.12817132,0.031720623,3.811717e-4,0.075599097,0.10745949,0.091830187,0.10241207,0.047356077,0.11927572,0.11117385,0.12702237,0.076868877,0.12069666,0.050240811,0.031266298,1.1479024,1.2643116,0.37079003,0.1336126,-0.76867557,1.3140638,11.190694,11.116928,11.178024,10.862782,10.999473,11.224888,0.36951306,0.45796648,0.34614626,0.18968368,0.14225528,0.38499299,0.081143595,0.048366811,0.093209505,0.22488509,0.21174988,0.061115142,0.042839605,0.043490469,0.088203557,0.032868486,0.1656487,0.039670832,0.049989413,0.039545942,0.092300721,0.10009269,0.19547889,0.043143868,0.11539894,0.10582144,0.26560694,0.1650227,0.18708976,0.100238,0.94586545,1.161562,-0.040463302,1.5947678,Suburb
1302130,Fayette County,2018,13,GA,0,all,all,0,5.5,18546,12,1545.5,0,0.4460462505882689,0.0079660763782334,0.0144808722873932,0.447198472724928,0.0077816780772753,0.0142625048230961,Fayette County,Pre-Kindergarten,12,0,0.55342972,0,0.44657028,0,0,0,0.55342972,0,0,0,0,0,0.44657028,0,0,1549.3334,0.0033347677,0.066049911,0.11628658,0.28248709,0.48268071,0.22402324,0.048839819,0.27286306,0.2923674,0.036755756,0.098778054,9296,0.20978589,0.13652217,0.10263396,0.049591295,0.29494584,0.13818116,0.11364372,0.13435321,0.36104637,0.15252317,0.11959253,0.15575351,0.31886184,0.19951367,0.14455916,0.064610019,1.3386308,1.6994507,0.87997174,0.77753478,NA,1.5461444,11.280402,11.310092,11.242702,10.899666,NA,11.317855,0.4646675,0.51564807,0.48319724,0.3036049,NA,0.46652901,0.056454923,0.040073898,0.062367216,0.091270171,NA,0.043908354,0.051009025,0.044724159,0.070949621,0.034770913,NA,0.044523343,0.04629809,0.029849434,0.082050137,0.056449763,NA,0.035144664,0.12055337000000001,0.053301197,0.21945013,0.15611978,NA,0.08634147,0.67515802,0.74111545,-0.19206843,NA,Suburb
1302550,Gwinnett County,2018,13,GA,0,all,all,0,5.5,167811,12,13984.25,0,0.2367235589657869,0.0028449999902061,0.0124230155068814,0.2377882123701507,0.0028364778898814,0.0122845487076359,Gwinnett County,Pre-Kindergarten,12,0,0.99600989,0,0.0039900942,0,0,0,0.99600989,0,0,0,0,0,0.0039900942,0,0,14106,0.0016777731,0.10204878,0.31503144,0.31893048,0.22356917,0.49325451,0.080847092,0.57410163,0.58873218,1.1639946,1.0531224,84636,0.21333982,0.3160353,0.18337765,0.078745827,0.2008902,0.3055439,0.17526463,0.21525797,0.24709935,0.36069697,0.22313339,0.26250076,0.22144249,0.26548052,0.16768737,0.051631469,0.65891868,0.97176188,0.10819139,-0.30022404,-0.30300099,1.3407713,11.033977,10.953325,10.962344,10.703553,10.558929,11.23285,0.3631219,0.44181404,0.34843847,0.16214652,0.17603889,0.42731705,0.11289839,0.098291874,0.1119637,0.21436357,0.13871126,0.05976193,0.048280139,0.042364541,0.063347012,0.043459978,0.076363787,0.04030766,0.084014356,0.0704991,0.11229621,0.16556396,0.14058697,0.039228518,0.18724298,0.11502718,0.32905665,0.19817384,0.21049206,0.1166851,1.2338724,1.6354222,0.35833311,1.5303441,Suburb
1303210,Lamar County,2018,13,GA,0,all,all,0,5.5,2400,12,200,0,-0.1788000410730584,0.0203072369138343,0.0236351678736271,-0.1972745547348939,0.0177713361000909,0.0214169306137197,Lamar County,Pre-Kindergarten,12,0,0,0.77303118,0.2269688,0,0,0,0,0,0,0,0.77303118,0,0.2269688,0,0,202.33333,8.2372321e-4,0.0016474464,0.033772651,0.32454696,0.59225702,0.64003295,0.10214168,0.74217463,0.86833334,0.0070579494,0.11552749,1214,0,0,0,0,-6.9988859e-9,7.1148909e-9,1.2531238e-8,-3.9892298e-9,0,0,0,0,0,0,0,0,-0.57473451,NA,-2.3213568,NA,NA,0.21895015,10.556697,NA,10.0897,NA,NA,10.71469,0.17216274,NA,0.12729061,NA,NA,0.19185767,0.19368859,NA,0.34408951,NA,NA,0.13052906,0.095701918,NA,0.14230713,NA,NA,0.063959427,0.12388759,NA,0.21739671,NA,NA,0.083636403,0.18744969,NA,0.41925487,NA,NA,0.10506175,2.4760873,NA,NA,NA,Town
1303720,Monroe County,2018,13,GA,0,all,all,0,5.5,3471,12,289.25,0,0.17642102245422361,0.0167955506735899,0.0206960820390979,0.1762979473253339,0.0152170751887296,0.0193500363676646,Monroe County,Pre-Kindergarten,12,0,0,0.1629338,0.83706623,0,0,0,0,0,0,0,0.1629338,0,0.83706623,0,0,294.16666,0.0011331445,0.0073654391,0.030028328,0.23966005,0.69121814,0.48489553,0.061841585,0.54673713,0.53629035,0.0051685944,0.13413733,1765,0.0072069466,0.0039693215,0,-0.0015048385,0.0046526026,0.024894446,0.014585065,0.018694839,0.0052163424,0.0060722209,0.020024875,0.025533855,0.0041611143,-0.0030121978,0,3.0207633e-5,0.15502323,NA,-1.6918133,NA,NA,0.73158902,10.80388,NA,10.303776,NA,NA,10.95448,0.26274574,NA,0.10486398,NA,NA,0.30309945,0.13837722,NA,0.24936646,NA,NA,0.10532409,0.077636629,NA,0.13116741,NA,NA,0.0566127,0.097284198,NA,0.23543155,NA,NA,0.060829472,0.16489202,NA,0.32956383,NA,NA,0.11403202,2.3738403,NA,NA,NA,Rural
1304140,Pierce County,2018,13,GA,0,all,all,0,5.5,3330,12,277.5,0,0.376931113071156,0.0166511574125219,0.0205790751132437,0.3661916215639747,0.0152160354350927,0.019349218704963,Pierce County,Pre-Kindergarten,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0.87014765,0.12985238,0,279.16666,0.0017910447,0.0083582094,0.087164178,0.088955224,0.78507465,0.52674121,0.081044674,0.60778588,0.59939939,0.029250957,0.11536358,1675,0.033168446,-3.4915408e-4,0,-0.0065644146,0.048427988,0.0061052227,0.0089427298,0.016870085,0.022806475,0.0038164186,0.012269702,0.022544812,0.016679985,0.0023302883,0,-0.0012933075,-0.66774899,NA,-3.2218139,NA,NA,-0.21034676,10.61086,NA,9.6634016,NA,NA,10.707105,0.12019242,NA,0.069071643,NA,NA,0.13014799,0.2069096,NA,0.44513747,NA,NA,0.15472457,0.059748236,NA,0.031244572,NA,NA,0.059336603,0.17678149,NA,0.34373951,NA,NA,0.13387278,0.24107033,NA,0.5244599,NA,NA,0.16961792,2.8888371,NA,NA,NA,Rural
1600810,Cottonwood Joint District,2018,16,ID,0,all,all,0,5.5,353,12,29.41666666666667,0,0.3586881723345446,0.046638106169297,0.0478063705601827,0.3270972826495338,0.0275671642286791,0.0294685465486425,Cottonwood Joint District,Pre-Kindergarten,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,29.666666,0.0056179776,0,0.033707865,0.011235955,0.92696631,0.2248517,0.15833245,0.38318413,0.40112993,0,0.055276383,178,0,0,0,NA,2.5279448e-8,-7.3391502e-9,-9.0345935e-9,9.02096e-9,0,0,0,0,0,0,0,NA,0.76972067,NA,NA,NA,NA,0.85273874,10.877441,NA,NA,NA,NA,10.889173,0.20341854,NA,NA,NA,NA,0.20912914,0.094946638,NA,NA,NA,NA,0.082057111,0.025244806,NA,NA,NA,NA,0.017595394,0.069654331,NA,NA,NA,NA,0.068267435,0.13960651,NA,NA,NA,NA,0.13018854,NA,NA,NA,NA,Rural
1601800,Lakeland District,2018,16,ID,0,all,all,0,5.5,4461,12,371.75,0,0.2294516168776225,0.0160109466334313,0.0191490608432233,0.2402317735220094,0.0142241844915264,0.0176287865869301,Lakeland District,Pre-Kindergarten,12,0,0,0.42975378,0.57024622,0,0,0,0,0,0,0.42975378,0,0,0.2507759,0.31947032,0,376.5,0.0035413899,0.0048694112,0.040725984,0.0022133687,0.89464366,0.29757738,0.09546008,0.39303747,0.45145413,6.2073249e-4,0.089178562,2259,-0.04701288,0.012041047,0.009301682,-0.058051784,0.1743193,0.044291593,0.067343533,0.039274141,0.0093796467,0.014453827,0.071521662,0.052964147,0.010655855,0.01387562,0.012569037,0.002349982,0.45838389,NA,NA,0.5294686,NA,0.46050233,10.897054,NA,NA,10.762992,NA,10.912661,0.2130409,NA,NA,0.12812011,NA,0.21598056,0.11967041,NA,NA,0.098778613,NA,0.1192534,0.059909426,NA,NA,0.030753372,NA,0.059538271,0.10216686,NA,NA,0.12801002,NA,0.10010906,0.10207315,NA,NA,0.058048729,NA,0.10229068,NA,0.22788928,NA,NA,Rural
1602430,North Gem District,2018,16,ID,0,all,all,0,5.5,146,12,12.16666666666667,0,0.0680449423759146,0.0769419894309998,0.0776556878578702,0.0564397964351465,0.0318720191870875,0.0335301699837716,North Gem District,Pre-Kindergarten,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,12.166667,0,0,0,0,0.97260273,0.31749612,0.10057223,0.41806832,0.43835616,0,0.19411765,73,NA,NA,NA,NA,NA,NA,3.6236056e-8,-8.653414e-9,NA,NA,0,0,NA,NA,NA,NA,1.1131495,NA,NA,NA,NA,1.1439254,10.876195,NA,NA,NA,NA,10.885677,0.21103792,NA,NA,NA,NA,0.21905209,0.10497116,NA,NA,NA,NA,0.090154983,0.015056428,NA,NA,NA,NA,0.019967865,0.037303571,NA,NA,NA,NA,0.040339537,0.027154025,NA,NA,NA,NA,0.035665959,NA,NA,NA,NA,Rural
1602460,Notus District,2018,16,ID,0,all,all,0,5.5,412,12,34.33333333333334,0,-0.4066372177690765,0.0472885811924435,0.0484411604967635,-0.3592878238299413,0.0276170378378584,0.0295152074533833,Notus District,Pre-Kindergarten,12,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,34.166668,0.014634146,0.024390243,0.23414634,0.0097560976,0.68780488,0.45168379,0.15374701,0.60543078,0.61352658,0.091346152,0.12740384,205,0,0,0,0,-2.1449388e-8,3.2505256e-9,1.1266716e-8,1.4915654e-8,0,0,0,0,0,0,0,0,0.15080674,NA,NA,NA,NA,0.62554228,10.711597,NA,NA,NA,NA,10.749503,0.13189355,NA,NA,NA,NA,0.15420476,0.13645402,NA,NA,NA,NA,0.096416362,0.043896146,NA,NA,NA,NA,0.031596538,0.088468932,NA,NA,NA,NA,0.053566296,0.18011096,NA,NA,NA,NA,0.13689277,NA,NA,NA,NA,Rural
1700114,South Central CUD 401,2018,17,IL,0,all,all,0,5.5,546,12,45.5,0,-0.1233308823721825,0.0425658107640002,0.044274072793367,-0.1393105637935982,0.0340865790372712,0.0361492916901857,South Central CUD 401,Pre-Kindergarten,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.21846154,0.78153849,47,0,0,0.021276595,0.010638298,0.96099293,0.45407525,0.074829288,0.5289045,0.43589744,0,0.38091451,282,0,0,NA,NA,4.024794e-8,7.2984951e-9,6.6264011e-10,-4.886421e-9,0,0,0,0,0,0,NA,NA,-0.25460839,NA,NA,NA,NA,-0.1954654,10.741022,NA,NA,NA,NA,10.747371,0.12688373,NA,NA,NA,NA,0.12273556,0.13836393,NA,NA,NA,NA,0.12439849,0.070226714,NA,NA,NA,NA,0.058115002,0.171812,NA,NA,NA,NA,0.16046336,0.12514885,NA,NA,NA,NA,0.1202198,NA,NA,NA,NA,Rural
1700321,United CUSD 304,2018,17,IL,0,all,all,0,5.5,790,12,65.83333333333333,0,-0.1688663793749449,0.0337348270194936,0.0358661934103808,-0.1639952597378532,0.0287103553291087,0.0311313495107694,United CUSD 304,Pre-Kindergarten,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0.29590765,0.70409232,0,68.5,0,0.00973236,0.063260339,0.017031631,0.88077861,0.39928049,0.0672777,0.46655816,0.44670051,0.0064585577,0.15285254,411,0.04204908,0.037564058,NA,-0.05710648,0.078565001,0.041670382,0.016513394,0.02278832,0.009750789,0.013358816,0.022254322,0.030915195,0.026750311,0.017371777,NA,-0.0072440775,0.2618151,NA,NA,NA,NA,0.46621686,10.83163,NA,NA,NA,NA,10.90896,0.20067361,NA,NA,NA,NA,0.20003244,0.12178821,NA,NA,NA,NA,0.11620487,0.039269514,NA,NA,NA,NA,0.033871502,0.11705871,NA,NA,NA,NA,0.11282608,0.19431421,NA,NA,NA,NA,0.13990805,NA,NA,NA,NA,Rural
1705910,Bensenville SD 2,2018,17,IL,0,all,all,0,5.5,2800,12,233.3333333333333,0,-0.0940492053150129,0.0219061678847231,0.0250644263271545,-0.0981709572074293,0.0203741613504631,0.0236639571917442,Bensenville SD 2,Pre-Kindergarten,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,238.16667,0.0013995802,0.029391183,0.68509448,0.030790763,0.23023093,0.58581322,0.039105751,0.624919,0.68758917,0.26218852,0.14382449,1429,0.011901747,0.0019135376,0,0.0052293935,0.092861108,0.0030487317,0.0012916322,0.0013328972,0.049855351,0.0033927409,0.0017673504,0.0015734803,0.011503577,0.0029880803,0,0.0083558159,0.48652977,1.7627347,NA,-0.21620879,NA,0.86547726,11.072442,11.521454,NA,10.962478,NA,11.097685,0.22233415,0.72096509,NA,0.10418144,NA,0.24372356,0.10604292,0.054315627,NA,0.16559413,NA,0.061320547,0.060604163,0.039697934,NA,0.060403392,NA,0.054018643,0.086952902,0.05329334,NA,0.1687313,NA,0.041674819,0.17549211,0.084704362,NA,0.20304406,NA,0.13953166,NA,1.0569404,-0.65383387,NA,Suburb
1707980,Butler SD 53,2018,17,IL,0,all,all,0,5.5,756,12,63,0,1.260148133504859,0.0396729826320072,0.0415004918842563,1.288233901406124,0.0319371493918455,0.0341300150969064,Butler SD 53,Pre-Kindergarten,8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,63,0,0.50264549,0.034391534,0.013227513,0.41269842,0.021882553,0.021652739,0.043535288,0.027863776,0.038167939,0.1221374,378,0,0,NA,0,-3.2571286e-9,4.2047024e-9,-2.1707189e-8,9.6482129e-9,0,0,0,0,0,0,NA,0,2.3986394,2.9280763,NA,NA,NA,2.0498736,11.715458,12.224544,NA,NA,NA,11.457452,0.70013058,0.88709819,NA,NA,NA,0.63288766,0.017198641,8.5864012e-4,NA,NA,NA,0.035423808,0.029778991,0.033789411,NA,NA,NA,0.030437289,7.8723452e-4,0.0074119624,NA,NA,NA,0.0015846472,0.087980367,0.036236729,NA,NA,NA,0.12162503,NA,NA,-0.69986695,NA,Suburb
1713170,East Moline SD 37,2018,17,IL,0,all,all,0,5.5,3440,12,286.6666666666667,0,-0.4490188282835891,0.0177470131280349,0.0215244454210167,-0.4502905764317466,0.016834608415215,0.0206949380219325,East Moline SD 37,Pre-Kindergarten,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,288.66666,0.0034642033,0.039260969,0.30254042,0.20842956,0.39203233,0.62932795,0.074276879,0.70360482,1,0.17224956,0.17623067,1732,0,0,0,0,0.027226567,0.0093822638,0.0056976103,NA,0.035654936,0.012602163,0.0077051944,NA,0.0096822977,0.0044127307,-5.0613284e-4,0.0070094666,-0.23319456,0.92993873,-0.9536373,-0.19363689,NA,-0.097831279,10.695609,10.980829,10.936627,10.828638,NA,10.636618,0.20760788,0.44975719,0.17018294,0.12139784,NA,0.21973364,0.15387225,0.099416055,0.17658085,0.18672083,NA,0.13460262,0.068776838,0.0051747332,0.12067226,0.059331644,NA,0.061224084,0.14783445,0.059766084,0.22614017,0.11093924,NA,0.13046435,0.21355875,0.088136978,0.32959977,0.20675449,NA,0.17985946,0.97676063,0.2537142,-0.41433403,NA,Suburb
1713710,SD U-46,2018,17,IL,0,all,all,0,5.5,35082,12,2923.5,0,-0.2403506708492918,0.0061745407688252,0.013655410261928,-0.2376977293212352,0.006134226183043,0.0135094466986154,SD U-46,Pre-Kindergarten,12,0.4485386,0.54280216,0,0.0086592473,0,0.42604536,0.022493239,0.54280216,0,0,0,0,0,0.0086592473,0,0,2956.6667,0.012288613,0.083652765,0.5449267,0.062063135,0.25749719,0.56905687,0.045392681,0.61444956,0.63376594,1,0.46933049,17740,0.23305951,0.28879488,0.29280683,0.0047570965,0.21851455,0.29880804,0.16150625,0.19362104,0.22091337,0.35420352,0.20901346,0.24039938,0.28182691,0.35291338,0.35820174,-9.0380512e-5,0.68708831,1.4995592,-2.0766048,-0.048386939,NA,1.1517215,11.140811,11.42001,10.802396,10.957052,NA,11.215013,0.28911412,0.54707253,0.25332421,0.092512764,NA,0.33792308,0.088527314,0.042245381,0.27841568,0.13528048,NA,0.046476752,0.055617601,0.046166308,0.15300585,0.061349817,NA,0.045535926,0.10310938,0.10269999,0.28428081,0.17537242,NA,0.054387141,0.15423238,0.070221178,0.52773255,0.16179593,NA,0.13205765,3.0921955,1.1960824,-0.34621921,NA,Suburb
1714410,Eswood CCSD 269,2018,17,IL,0,all,all,0,5.5,74,8,9.25,0,0.4508017517063772,0.1042855966107478,0.1049944328818214,0.3419574210908661,0.0496651716438093,0.0511028932023133,Eswood CCSD 269,Kindergarten,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8.833333,0,0,0.1509434,0,0.81132078,0.46153843,0.061135177,0.52267361,0.52830189,0.03846154,0.26923078,53,NA,0,NA,NA,NA,-1.3809457e-8,3.1035508e-8,-6.5067662e-9,NA,0,0,0,NA,0,NA,NA,0.34957004,NA,NA,NA,NA,0.48494124,10.991642,NA,NA,NA,NA,11.019941,0.24081235,NA,NA,NA,NA,0.25194865,0.14476585,NA,NA,NA,NA,0.11610362,0.052444126,NA,NA,NA,NA,0.0449971,0.11165436,NA,NA,NA,NA,0.093145989,0.11722834,NA,NA,NA,NA,0.11652742,NA,NA,NA,NA,Rural
1715880,Serena CUSD 2,2018,17,IL,0,all,all,0,5.5,568,12,47.33333333333334,0,-0.1041291034146048,0.0387728642661258,0.0406408695664242,-0.1060788605635596,0.031759170406411,0.0339635293239888,Serena CUSD 2,Kindergarten,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,46.666668,0.0035714286,0,0.092857145,0.021428572,0.84642857,0.37305018,0.029736165,0.40278634,0.41549295,0.0077279755,0.16074188,280,0.0014297739,1.7220775e-5,-0.0080740154,NA,0.027883153,0.0015213041,0.0013489433,4.5271532e-5,0.0041463412,8.1655697e-4,0.0017209768,6.1180726e-5,-0.0029376913,9.9845103e-4,0.016589314,NA,0.27348137,NA,NA,NA,NA,0.38716426,10.892325,NA,NA,NA,NA,10.898415,0.12386117,NA,NA,NA,NA,0.15870422,0.11638264,NA,NA,NA,NA,0.10392036,0.058547724,NA,NA,NA,NA,0.053098965,0.073185816,NA,NA,NA,NA,0.058349956,0.16754955,NA,NA,NA,NA,0.14363955,NA,NA,NA,NA,Rural
1716590,Giant City CCSD 130,2018,17,IL,0,all,all,0,5.5,268,12,22.33333333333333,0,0.712263604709638,0.06385429013029,0.0650055047189001,0.7555642076990464,0.0425481499598076,0.0442178864741439,Giant City CCSD 130,Pre-Kindergarten,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,22.166666,0,0.022556391,0.022556391,0.067669176,0.81954885,0.33175355,0.014218009,0.34597155,0.34328359,0.014218009,0.18957347,133,0,0,NA,0,-4.8217434e-9,-1.6506025e-8,-1.4974761e-8,-2.2430214e-8,0,0,0,0,0,0,NA,0,0.39824605,NA,NA,NA,NA,0.97016853,10.786585,NA,NA,NA,NA,10.851764,0.48694849,NA,NA,NA,NA,0.48305002,0.16083664,NA,NA,NA,NA,0.11794218,0.06228913,NA,NA,NA,NA,0.039990816,0.11802951,NA,NA,NA,NA,0.081625335,0.081446499,NA,NA,NA,NA,0.03110924,NA,NA,NA,NA,Rural
1717310,Grant CCSD 110,2018,17,IL,0,all,all,0,5.5,798,12,66.5,0,-0.1124002690997101,0.0356889698168395,0.037710049619471,-0.149684596643345,0.0299858506558619,0.032311416849059,Grant CCSD 110,Kindergarten,8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,65.666664,0.002538071,0.002538071,0.032994922,0.42131978,0.44670051,0.54086798,0.032950692,0.57381862,0.54250002,0.0053667263,0.27012521,394,0,0,0,0,-7.340307e-9,1.3027202e-8,1.2952927e-8,-4.2695181e-9,0,0,0,0,0,0,0,0,0.53506392,NA,-0.88970065,NA,NA,0.92149419,10.857136,NA,10.735106,NA,NA,10.929841,0.33366057,NA,0.29462066,NA,NA,0.32979372,0.10243647,NA,0.11296976,NA,NA,0.1009424,0.056899179,NA,0.10237885,NA,NA,0.043212764,0.090278149,NA,0.22677951,NA,NA,0.043627676,0.15512642,NA,0.3614901,NA,NA,0.10819311,1.7663943,NA,NA,NA,Suburb
1721270,Kirby SD 140,2018,17,IL,0,all,all,0,5.5,4651,12,387.5833333333333,0,0.3695859986640175,0.0142620815188668,0.0187550591832307,0.3711833946395091,0.0138080566941874,0.0183177195334979,Kirby SD 140,Pre-Kindergarten,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,396.66666,0,0.051680673,0.088235296,0.031092437,0.78613448,0.12401041,0.011435314,0.13544573,0.13181622,0.04200175,0.2255301,2380,0.0045691901,0.0023073193,NA,-0.0090243323,0.027885467,0.012718533,0.011569971,0.017269474,0.0081642158,0.0084809754,0.008266435,0.013298161,0.0096910335,0.0081224358,NA,0.0021289762,1.1807611,2.6653142,0.65304881,1.0213146,NA,1.1145341,11.252223,11.80286,11.303804,10.929431,NA,11.242937,0.35207012,0.69096565,0.26917121,0.26903114,NA,0.34368345,0.077760346,9.5856265e-4,0.10010424,0.093331195,NA,0.080007657,0.0458504,0.002296109,0.071730018,0.059973195,NA,0.044915516,0.043648276,0.025608746,0.09096998,0.0058810282,NA,0.048458699,0.11860671,0.041830245,0.24202985,0.039049637,NA,0.12945141,0.59737378,0.16633618,-1.3606379,NA,Suburb
1724650,Marissa CUSD 40,2018,17,IL,0,all,all,0,5.5,437,11,39.72727272727273,0,-0.1292925038219123,0.0463852300861856,0.0479576359494926,-0.1853294889007316,0.0354396106338106,0.0374278295004413,Marissa CUSD 40,Pre-Kindergarten,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,38.833332,0,0,0.012875536,0.012875536,0.87982833,0.56550467,0.072426476,0.63793117,0.62820512,0,0.19137931,233,0,0,NA,NA,-5.7395693e-9,2.1294764e-9,5.1795817e-9,-5.0580109e-9,0,0,0,0,0,0,NA,NA,0.051814739,NA,NA,NA,NA,0.15593018,10.777102,NA,NA,NA,NA,10.808358,0.12144056,NA,NA,NA,NA,0.12253673,0.125717,NA,NA,NA,NA,0.11166094,0.052919585,NA,NA,NA,NA,0.046639223,0.15410465,NA,NA,NA,NA,0.13583025,0.14119753,NA,NA,NA,NA,0.13247336,NA,NA,NA,NA,Rural
1725500,Medinah SD 11,2018,17,IL,0,all,all,0,5.5,793,12,66.08333333333333,0,0.1802596093353228,0.035557620511187,0.0375857639556957,0.1930646156837836,0.029863253977523,0.0321976762727381,Medinah SD 11,Pre-Kindergarten,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,66.833336,0,0.074812971,0.20947631,0.047381546,0.63092268,0.3466334,0.062177442,0.40881085,0.38442212,0.063193589,0.11189889,401,0,0,NA,0,-7.7700841e-9,-1.3865592e-9,-4.254106e-8,-1.3940086e-8,0,0,0,0,0,0,NA,0,1.119254,NA,NA,0.3264581,NA,1.1513287,11.050863,NA,NA,10.805453,NA,11.11169,0.3508085,NA,NA,0.078906432,NA,0.36171928,0.072379291,NA,NA,0.019271649,NA,0.083727226,0.042720668,NA,NA,0.0062275529,NA,0.043816235,0.055690259,NA,NA,0.16650283,NA,0.043072246,0.096380211,NA,NA,0.16197127,NA,0.10191083,NA,0.80234241,NA,NA,Suburb
1725590,CUSD 4,2018,17,IL,0,all,all,0,5.5,602,12,50.16666666666666,0,-0.1318778605014709,0.0408432744593419,0.042620632846977,-0.1796585437507812,0.0329272917582286,0.035058279503842,CUSD 4,Pre-Kindergarten,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,49.333332,0,0.0033783785,0.030405406,0.0067567569,0.9527027,0.25556719,0.070792347,0.32635957,0.26910299,0.011904762,0.18154761,296,0,0,NA,0,1.4733285e-8,-1.5022873e-9,-4.6721951e-9,-3.6811327e-9,0,0,0,0,0,0,NA,0,0.75324357,NA,NA,NA,NA,0.7423659,10.89438,NA,NA,NA,NA,10.887634,0.21162169,NA,NA,NA,NA,0.20692052,0.086745858,NA,NA,NA,NA,0.085223459,0.040542543,NA,NA,NA,NA,0.039340083,0.086728327,NA,NA,NA,NA,0.086233869,0.096050426,NA,NA,NA,NA,0.098480716,NA,NA,NA,NA,Rural
